SiteID,Longitude,Latitude,2001/1,2001/2,2001/3,2001/4,2001/5,2001/6,2001/7,2001/8,2001/9,2001/10,2001/11,2001/12,2002/1,2002/2,2002/3,2002/4,2002/5,2002/6,2002/7,2002/8,2002/9,2002/10,2002/11,2002/12,2003/1,2003/2,2003/3,2003/4,2003/5,2003/6,2003/7,2003/8,2003/9,2003/10,2003/11,2003/12,2004/1,2004/2,2004/3,2004/4,2004/5,2004/6,2004/7,2004/8,2004/9,2004/10,2004/11,2004/12,2005/1,2005/2,2005/3,2005/4,2005/5,2005/6,2005/7,2005/8,2005/9,2005/10,2005/11,2005/12,2006/1,2006/2,2006/3,2006/4,2006/5,2006/6,2006/7,2006/8,2006/9,2006/10,2006/11,2006/12,2007/1,2007/2,2007/3,2007/4,2007/5,2007/6,2007/7,2007/8,2007/9,2007/10,2007/11,2007/12,2008/1,2008/2,2008/3,2008/4,2008/5,2008/6,2008/7,2008/8,2008/9,2008/10,2008/11,2008/12,2009/1,2009/2,2009/3,2009/4,2009/5,2009/6,2009/7,2009/8,2009/9,2009/10,2009/11,2009/12,2010/1,2010/2,2010/3,2010/4,2010/5,2010/6,2010/7,2010/8,2010/9,2010/10,2010/11,2010/12,2011/1,2011/2,2011/3,2011/4,2011/5,2011/6,2011/7,2011/8,2011/9,2011/10,2011/11,2011/12,2012/1,2012/2,2012/3,2012/4,2012/5,2012/6,2012/7,2012/8,2012/9,2012/10,2012/11,2012/12,,2013/1,2013/2,2013/3,2013/4,2013/5,2013/6,2013/7,2013/8,2013/9,2013/10,2013/11,2013/12,2014/1,2014/2,2014/3,2014/4,2014/5,2014/6,2014/7,2014/8,2014/9,2014/10,2014/11,2014/12,2015/1,2015/2,2015/3,2015/4,2015/5,2015/6,2015/7,2015/8,2015/9,2015/10,2015/11,2015/12,2016/1,2016/2,2016/3,2016/4,2016/5,2016/6,2016/7,2016/8,2016/9,2016/10,2016/11,2016/12,2017/1,2017/2,2017/3,2017/4,2017/5,2017/6,2017/7,2017/8,2017/9,2017/10,2017/11,2017/12,2018/1,2018/2,2018/3,2018/4,2018/5,2018/6,2018/7,2018/8,2018/9,2018/10,2018/11,2018/12,2019/1,2019/2,2019/3,2019/4,2019/5,2019/6,2019/7,2019/8,2019/9,2019/10,2019/11,2019/12
icr038193,11.2814,39.5934,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038197,11.2893,39.594,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038199,11.2842,39.595,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038200,11.2845,39.593,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038202,11.2851,39.5986,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038218,11.3089,39.5944,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038219,11.3089,39.5944,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038226,11.3074,39.5924,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038227,11.3284,39.5921,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038228,11.3284,39.5921,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
icr038229,11.3304,39.5922,2.8724,2.44668,2.71894,3.9503,4.33849,3.98476,4.07578,6.16415,7.15994,5.17653,3.19467,2.35699,2.23536,2.24404,2.27967,3.82653,3.41392,2.68613,3.70957,6.12179,7.6803,6.57181,3.73137,2.72056,2.87853,3.44476,4.08542,4.91032,5.17053,3.46414,4.68473,6.43862,6.81618,5.88187,3.58993,2.92023,2.66248,2.63761,2.42064,3.90437,4.64484,2.96018,4.18127,7.32401,7.55161,6.10617,3.84538,2.94305,2.68067,2.76131,3.39168,4.36013,6.02973,5.46994,4.57253,6.20621,6.72624,5.31581,3.51848,2.72137,2.44226,2.27272,2.40285,5.09132,6.27492,4.44296,4.28784,6.07001,7.16761,5.26716,3.57612,2.77829,2.64117,3.19783,3.96144,5.32368,4.78808,3.17883,4.31698,6.79987,7.38235,5.50167,3.09752,2.39604,2.31755,2.24365,1.99909,2.08296,2.66987,2.55005,3.47786,6.53322,7.88024,5.92753,4.59763,3.19771,2.86703,2.8681,3.07289,4.51011,4.33752,3.17319,4.49661,7.38978,7.69473,5.5788,3.6067,3.15416,3.28304,3.37655,3.40622,5.00227,5.99909,4.02795,4.06513,5.33727,6.80747,5.87497,3.77734,2.82864,2.70803,2.75198,2.81485,3.36867,4.83663,4.89384,4.66566,6.3851,7.24248,5.9427,3.81699,3.2544,2.84403,2.50813,2.48201,4.56337,6.0441,4.76715,5.64094,6.65809,7.01916,5.48849,3.5057,2.83452,,2.66961,2.53091,2.79478,3.40922,3.89699,2.93429,3.78109,6.53303,7.77722,6.27864,4.06603,3.11362,2.89801,2.92162,2.81651,3.85379,5.95578,5.2597,3.87005,6.00454,6.90482,6.4832,4.24776,3.39539,3.05407,2.84689,2.78869,3.65991,4.88838,4.58355,3.94466,5.61318,7.2653,6.0379,4.72174,3.36862,2.99327,3.19113,3.33988,3.93467,5.98073,4.99228,4.69984,6.46748,7.29003,5.59516,3.30994,2.79457,2.67404,2.53107,3.80823,5.06526,6.1686,5.00263,5.02986,5.69757,7.62498,5.71731,4.25229,2.97463,2.63895,2.99885,3.2157,3.98938,5.74338,5.00927,5.5442,6.92375,7.18074,6.0008,4.45979,3.56262,3.09901,2.98291,3.95667,5.96972,6.42876,5.24081,5.5014,6.36079,7.04768,5.45353,4.08638,3.87364
