SSN.XRPD,Cluster.XRPD,Plot.XRPD,Depth.XRPD,Site.XRPD,Latitude.XRPD,Longitude.XRPD
icr068361,14,2,Topsoil,Nyalagari,13.38568167,1.798298333
icr068362,14,2,Subsoil,Nyalagari,13.38568167,1.798298333
icr068381,15,2,Topsoil,Nyalagari,13.404805,1.802671667
icr068382,15,2,Subsoil,Nyalagari,13.404805,1.802671667
icr068399,16,1,Topsoil,Nyalagari,13.43122,1.799123333
icr068400,16,1,Subsoil,Nyalagari,13.43122,1.799123333
icr074298,1,1,Topsoil,Paje,-21.7905,26.458
icr074299,1,1,Subsoil,Paje,-21.7905,26.458
icr074318,2,1,Topsoil,Paje,-21.7779,26.4554
icr074319,2,1,Subsoil,Paje,-21.7779,26.4554
icr074336,3,1,Topsoil,Paje,-21.7522,26.4592
icr074337,3,1,Subsoil,Paje,-21.7522,26.4592
icr074356,4,1,Topsoil,Paje,-21.7213,26.457
icr074357,4,1,Subsoil,Paje,-21.7213,26.457
icr074376,5,1,Topsoil,Paje,-21.7919,26.4815
icr074377,5,1,Subsoil,Paje,-21.7919,26.4815
icr074396,6,1,Topsoil,Paje,-21.7771,26.4829
icr074397,6,1,Subsoil,Paje,-21.7771,26.4829
icr074413,7,1,Topsoil,Paje,-21.7559,26.4813
icr074414,7,1,Subsoil,Paje,-21.7559,26.4813
icr074433,8,1,Topsoil,Paje,-21.7275,26.4797
icr074434,8,1,Subsoil,Paje,-21.7275,26.4797
icr074454,9,2,Topsoil,Paje,-21.7992,26.5087
icr074455,9,2,Subsoil,Paje,-21.7992,26.5087
icr074470,10,1,Topsoil,Paje,-21.7756,26.5008
icr074471,10,1,Subsoil,Paje,-21.7756,26.5008
icr074489,11,1,Topsoil,Paje,-21.749,26.5039
icr074490,11,1,Subsoil,Paje,-21.749,26.5039
icr074509,12,1,Topsoil,Paje,-21.7232,26.4957
icr074510,12,1,Subsoil,Paje,-21.7232,26.4957
icr074529,13,1,Topsoil,Paje,-21.7908,26.5175
icr074530,13,1,Subsoil,Paje,-21.7908,26.5175
icr074544,14,1,Topsoil,Paje,-21.7707,26.526
icr074545,14,1,Subsoil,Paje,-21.7707,26.526
icr074561,15,1,Subsoil,Paje,-21.7483,26.5266
icr074580,16,1,Topsoil,Paje,-21.731,26.5229
icr074581,16,1,Subsoil,Paje,-21.731,26.5229
icr068419,1,3,Topsoil,Pampaida,11.28078,8.123596667
icr068420,1,3,Subsoil,Pampaida,11.28078,8.123596667
icr068439,2,1,Topsoil,Pampaida,11.307105,8.119573333
icr068440,2,1,Subsoil,Pampaida,11.307105,8.119573333
icr068459,3,1,Topsoil,Pampaida,11.33028667,8.124355
icr068460,3,1,Subsoil,Pampaida,11.33028667,8.124355
icr068481,4,2,Topsoil,Pampaida,11.35407333,8.121323333
icr068482,4,2,Subsoil,Pampaida,11.35407333,8.121323333
icr068499,5,1,Topsoil,Pampaida,11.29146167,8.145926667
icr068500,5,1,Subsoil,Pampaida,11.29146167,8.145926667
icr068521,6,2,Topsoil,Pampaida,11.31266,8.148253333
icr068522,6,2,Subsoil,Pampaida,11.31266,8.148253333
icr068539,7,1,Topsoil,Pampaida,11.33524167,8.150375
icr068540,7,1,Subsoil,Pampaida,11.33524167,8.150375
icr068559,8,1,Topsoil,Pampaida,11.35515,8.146985
icr068560,8,1,Subsoil,Pampaida,11.35515,8.146985
icr068579,9,1,Topsoil,Pampaida,11.28065833,8.166768333
icr068580,9,1,Subsoil,Pampaida,11.28065833,8.166768333
icr068599,10,1,Topsoil,Pampaida,11.30869,8.175328333
icr068600,10,1,Subsoil,Pampaida,11.30869,8.175328333
icr068619,11,1,Topsoil,Pampaida,11.332955,8.173293333
icr068620,11,1,Subsoil,Pampaida,11.332955,8.173293333
icr068639,12,1,Topsoil,Pampaida,11.35259,8.169905
icr068640,12,1,Subsoil,Pampaida,11.35259,8.169905
icr068662,13,4,Topsoil,Pampaida,11.28576667,8.197546667
icr068663,13,4,Subsoil,Pampaida,11.28576667,8.197546667
icr068677,14,1,Topsoil,Pampaida,11.30931667,8.19152
icr068678,14,1,Subsoil,Pampaida,11.30931667,8.19152
icr068697,15,1,Topsoil,Pampaida,11.32778667,8.192435
icr068698,15,1,Subsoil,Pampaida,11.32778667,8.192435
icr068717,16,1,Topsoil,Pampaida,11.34667,8.194856667
icr068718,16,1,Subsoil,Pampaida,11.34667,8.194856667
icr006454,1,1,Topsoil,Pandambili,-6.12600994,36.44020081
icr006455,1,1,Subsoil,Pandambili,-6.12600994,36.44020081
icr006474,2,1,Topsoil,Pandambili,-6.08874989,36.43598175
icr006475,2,1,Subsoil,Pandambili,-6.08874989,36.43598175
icr006492,3,1,Topsoil,Pandambili,-6.06394,36.4405
icr006493,3,1,Subsoil,Pandambili,-6.06394,36.4405
icr006510,4,1,Topsoil,Pandambili,-6.04692984,36.4438591
icr006511,4,1,Subsoil,Pandambili,-6.04692984,36.4438591
icr006530,5,1,Topsoil,Pandambili,-6.11749,36.4577
icr006531,5,1,Subsoil,Pandambili,-6.11749,36.4577
icr006550,6,1,Topsoil,Pandambili,-6.08820009,36.46326065
icr006551,6,1,Subsoil,Pandambili,-6.08820009,36.46326065
icr006570,7,2,Topsoil,Pandambili,-6.06997013,36.46458817
icr006571,7,2,Subsoil,Pandambili,-6.06997013,36.46458817
icr006586,8,1,Topsoil,Pandambili,-6.05574989,36.45772171
icr006587,8,1,Subsoil,Pandambili,-6.05574989,36.45772171
icr006606,9,1,Topsoil,Pandambili,-6.12151,36.4836
icr006607,9,1,Subsoil,Pandambili,-6.12151,36.4836
icr006626,10,1,Topsoil,Pandambili,-6.09622,36.4863
icr006627,10,1,Subsoil,Pandambili,-6.09622,36.4863
icr006646,11,1,Topsoil,Pandambili,-6.0698,36.4918
icr006647,11,1,Subsoil,Pandambili,-6.0698,36.4918
icr006666,12,1,Topsoil,Pandambili,-6.05854988,36.49095154
icr006667,12,1,Subsoil,Pandambili,-6.05854988,36.49095154
icr006684,13,1,Topsoil,Pandambili,-6.12214,36.5064
icr006685,13,1,Subsoil,Pandambili,-6.12214,36.5064
icr006704,14,1,Topsoil,Pandambili,-6.09060001,36.50844955
icr006705,14,1,Subsoil,Pandambili,-6.09060001,36.50844955
icr006724,15,1,Topsoil,Pandambili,-6.07987,36.5067
icr006725,15,1,Subsoil,Pandambili,-6.07987,36.5067
icr006744,16,1,Topsoil,Pandambili,-6.05373,36.5135
icr006745,16,1,Subsoil,Pandambili,-6.05373,36.5135
icr048977,1,1,Topsoil,Prieska,-29.9721,22.7102
icr048978,1,1,Subsoil,Prieska,-29.9721,22.7102
icr048985,2,1,Topsoil,Prieska,-29.9494,22.7059
icr048986,2,1,Subsoil,Prieska,-29.9494,22.7059
icr048992,2,6,Topsoil,Prieska,-29.9487,22.7115
icr048993,2,6,Subsoil,Prieska,-29.9487,22.7115
icr049013,4,4,Topsoil,Prieska,-29.9058,22.7159
icr049014,4,4,Subsoil,Prieska,-29.9058,22.7159
icr049022,5,1,Topsoil,Prieska,-29.9716,22.7325
icr049023,5,1,Subsoil,Prieska,-29.9716,22.7325
icr049044,6,3,Topsoil,Prieska,-29.9505,22.7371
icr049045,6,3,Subsoil,Prieska,-29.9505,22.7371
icr049056,7,4,Topsoil,Prieska,-29.9345,22.7283
icr049057,7,4,Subsoil,Prieska,-29.9345,22.7283
icr049068,8,6,Topsoil,Prieska,-29.001227,22.736919
icr049069,8,6,Subsoil,Prieska,-29.001227,22.736919
icr049074,9,1,Topsoil,Prieska,-29.9813,22.7623
icr049075,9,1,Subsoil,Prieska,-29.9813,22.7623
icr049098,11,1,Topsoil,Prieska,-29.934,22.7603
icr049099,11,1,Subsoil,Prieska,-29.934,22.7603
icr049100,11,2,Topsoil,Prieska,-29.9347,22.7598
icr049101,11,2,Subsoil,Prieska,-29.9347,22.7598
icr049115,12,1,Topsoil,Prieska,-29.91,22.7619
icr049116,12,1,Subsoil,Prieska,-29.91,22.7619
icr049130,13,5,Topsoil,Prieska,-29.9771,22.7788
icr049131,13,5,Subsoil,Prieska,-29.9771,22.7788
icr049152,15,2,Topsoil,Prieska,-29.9329,22.7803
icr049153,15,2,Subsoil,Prieska,-29.9329,22.7803
icr049156,15,5,Topsoil,Prieska,-29.9279,22.7819
icr049157,15,5,Subsoil,Prieska,-29.9279,22.7819
icr049174,16,9,Topsoil,Prieska,-29.9066,22.7832
icr049175,16,9,Subsoil,Prieska,-29.9066,22.7832
icr072246,1,1,Topsoil,Sanza Pompo,-7.37775,15.68749167
icr072247,1,1,Subsoil,Sanza Pompo,-7.37775,15.68749167
icr072266,2,1,Topsoil,Sanza Pompo,-7.351243333,15.68781667
icr072267,2,1,Subsoil,Sanza Pompo,-7.351243333,15.68781667
icr072286,3,1,Topsoil,Sanza Pompo,-7.331673333,15.687965
icr072287,3,1,Subsoil,Sanza Pompo,-7.331673333,15.687965
icr072306,4,1,Topsoil,Sanza Pompo,-7.315181667,15.69147833
icr072307,4,1,Subsoil,Sanza Pompo,-7.315181667,15.69147833
icr072325,4,10,Subsoil,Sanza Pompo,-7.315401667,15.69508167
icr072326,5,1,Topsoil,Sanza Pompo,-7.373935,15.719655
icr072345,6,1,Topsoil,Sanza Pompo,-7.356638333,15.71737333
icr072346,6,1,Subsoil,Sanza Pompo,-7.356638333,15.71737333
icr072365,7,1,Topsoil,Sanza Pompo,-7.340811667,15.71909667
icr072366,7,1,Subsoil,Sanza Pompo,-7.340811667,15.71909667
icr072385,8,1,Topsoil,Sanza Pompo,-7.31065,15.71785667
icr072386,8,1,Subsoil,Sanza Pompo,-7.31065,15.71785667
icr072405,9,1,Topsoil,Sanza Pompo,-7.372465,15.73818833
icr072406,9,1,Subsoil,Sanza Pompo,-7.372465,15.73818833
icr072425,10,1,Topsoil,Sanza Pompo,-7.361311667,15.73790167
icr072426,10,1,Subsoil,Sanza Pompo,-7.361311667,15.73790167
icr072445,11,1,Topsoil,Sanza Pompo,-7.337718333,15.73058833
icr072446,11,1,Subsoil,Sanza Pompo,-7.337718333,15.73058833
icr072465,12,1,Topsoil,Sanza Pompo,-7.315528333,15.74003333
icr072466,12,1,Subsoil,Sanza Pompo,-7.315528333,15.74003333
icr072485,13,1,Topsoil,Sanza Pompo,-7.372681667,15.76295333
icr072486,13,1,Subsoil,Sanza Pompo,-7.372681667,15.76295333
icr072505,14,1,Topsoil,Sanza Pompo,-7.359855,15.76168
icr072506,14,1,Subsoil,Sanza Pompo,-7.359855,15.76168
icr072525,15,1,Topsoil,Sanza Pompo,-7.333075,15.76078667
icr072526,15,1,Subsoil,Sanza Pompo,-7.333075,15.76078667
icr072544,16,2,Topsoil,Sanza Pompo,-7.31389,15.76066667
icr072545,16,2,Subsoil,Sanza Pompo,-7.31389,15.76066667
icr074983,1,1,Topsoil,Shoshong,-23.07418667,23.07418667
icr074984,1,1,Subsoil,Shoshong,-23.07418667,23.07418667
icr075003,2,1,Topsoil,Shoshong,-23.059075,23.059075
icr075004,2,1,Subsoil,Shoshong,-23.059075,23.059075
icr075023,3,1,Topsoil,Shoshong,-23.0258,23.0258
icr075024,3,1,Subsoil,Shoshong,-23.0258,23.0258
icr075043,4,1,Topsoil,Shoshong,-23.00548833,23.00548833
icr075044,4,1,Subsoil,Shoshong,-23.00548833,23.00548833
icr075063,5,1,Topsoil,Shoshong,-23.07647167,23.07647167
icr075064,5,1,Subsoil,Shoshong,-23.07647167,23.07647167
icr075083,6,1,Topsoil,Shoshong,-23.05778833,23.05778833
icr075084,6,1,Subsoil,Shoshong,-23.05778833,23.05778833
icr075103,7,1,Topsoil,Shoshong,-23.029855,23.029855
icr075104,7,1,Subsoil,Shoshong,-23.029855,23.029855
icr075123,8,1,Topsoil,Shoshong,-23.011145,23.011145
icr075124,8,1,Subsoil,Shoshong,-23.011145,23.011145
icr075143,9,1,Topsoil,Shoshong,-23.07066833,23.07066833
icr075144,9,1,Subsoil,Shoshong,-23.07066833,23.07066833
icr075163,10,1,Topsoil,Shoshong,-23.05848,23.05848
icr075164,10,1,Subsoil,Shoshong,-23.05848,23.05848
icr075183,11,1,Topsoil,Shoshong,-23.032325,23.032325
icr075184,11,1,Subsoil,Shoshong,-23.032325,23.032325
icr075203,12,1,Topsoil,Shoshong,-23.00629167,23.00629167
icr075204,12,1,Subsoil,Shoshong,-23.00629167,23.00629167
icr075224,13,2,Topsoil,Shoshong,-23.07762,23.07762
icr075225,13,2,Subsoil,Shoshong,-23.07762,23.07762
icr075240,14,1,Topsoil,Shoshong,-23.05937667,23.05937667
icr075241,14,1,Subsoil,Shoshong,-23.05937667,23.05937667
icr075260,15,1,Topsoil,Shoshong,-23.03121333,23.03121333
icr075261,15,1,Subsoil,Shoshong,-23.03121333,23.03121333
icr075280,16,1,Topsoil,Shoshong,-23.00416667,23.00416667
icr075281,16,1,Subsoil,Shoshong,-23.00416667,23.00416667
icr069789,1,1,Topsoil,Tambabougou,14.809575,-7.843511667
icr069790,1,1,Subsoil,Tambabougou,14.809575,-7.843511667
icr069809,2,1,Topsoil,Tambabougou,14.83139,-7.843868333
icr069810,2,1,Subsoil,Tambabougou,14.83139,-7.843868333
icr069829,3,1,Topsoil,Tambabougou,14.85631333,-7.846765
icr069830,3,1,Subsoil,Tambabougou,14.85631333,-7.846765
icr069849,4,1,Topsoil,Tambabougou,14.87954,-7.8447
icr069850,4,1,Subsoil,Tambabougou,14.87954,-7.8447
icr069869,5,1,Topsoil,Tambabougou,14.80671333,-7.825015
icr069870,5,1,Subsoil,Tambabougou,14.80671333,-7.825015
icr069889,6,1,Topsoil,Tambabougou,14.83103333,-7.823068333
icr069890,6,1,Subsoil,Tambabougou,14.83103333,-7.823068333
icr069909,7,1,Topsoil,Tambabougou,14.858365,-7.82084
icr069910,7,1,Subsoil,Tambabougou,14.858365,-7.82084
icr069929,8,1,Topsoil,Tambabougou,14.869855,-7.819491667
icr069930,8,1,Subsoil,Tambabougou,14.869855,-7.819491667
icr069949,9,1,Topsoil,Tambabougou,14.80238833,-7.802876667
icr069950,9,1,Subsoil,Tambabougou,14.80238833,-7.802876667
icr069969,10,1,Topsoil,Tambabougou,14.83648167,-7.809873333
icr069970,10,1,Subsoil,Tambabougou,14.83648167,-7.809873333
icr069989,11,1,Topsoil,Tambabougou,14.85474833,-7.80709
icr069990,11,1,Subsoil,Tambabougou,14.85474833,-7.80709
icr070009,12,1,Topsoil,Tambabougou,14.87538667,-7.795621667
icr070010,12,1,Subsoil,Tambabougou,14.87538667,-7.795621667
icr070029,13,1,Topsoil,Tambabougou,14.80921167,-7.78246
icr070030,13,1,Subsoil,Tambabougou,14.80921167,-7.78246
icr070049,14,1,Topsoil,Tambabougou,14.83130167,-7.780153333
icr070050,14,1,Subsoil,Tambabougou,14.83130167,-7.780153333
icr070069,15,1,Topsoil,Tambabougou,14.853915,-7.781675
icr070070,15,1,Subsoil,Tambabougou,14.853915,-7.781675
icr070089,16,2,Topsoil,Tambabougou,14.87451333,-7.780065
icr070090,16,2,Subsoil,Tambabougou,14.87451333,-7.780065
icr014743,1,1,Topsoil,Thuchila,-15.975425,35.28968167
icr014744,1,1,Subsoil,Thuchila,-15.975425,35.28968167
icr014763,2,1,Topsoil,Thuchila,-15.94640333,35.29900667
icr014764,2,1,Subsoil,Thuchila,-15.94640333,35.29900667
icr014783,3,1,Topsoil,Thuchila,-15.92747167,35.297925
icr014784,3,1,Subsoil,Thuchila,-15.92747167,35.297925
icr014803,4,1,Topsoil,Thuchila,-15.91097,35.30012
icr014804,4,1,Subsoil,Thuchila,-15.91097,35.30012
icr014823,5,1,Topsoil,Thuchila,-15.97529,35.31520167
icr014824,5,1,Subsoil,Thuchila,-15.97529,35.31520167
icr014843,6,1,Topsoil,Thuchila,-15.95316167,35.32146333
icr014844,6,1,Subsoil,Thuchila,-15.95316167,35.32146333
icr014863,7,2,Topsoil,Thuchila,-15.93559667,35.30966833
icr014864,7,2,Subsoil,Thuchila,-15.93559667,35.30966833
icr014883,8,1,Topsoil,Thuchila,-15.904765,35.323465
icr014884,8,1,Subsoil,Thuchila,-15.904765,35.323465
icr014903,9,1,Topsoil,Thuchila,-15.97414833,35.34251833
icr014904,9,1,Subsoil,Thuchila,-15.97414833,35.34251833
icr014923,10,2,Topsoil,Thuchila,-15.95095333,35.33888167
icr014924,10,2,Subsoil,Thuchila,-15.95095333,35.33888167
icr014943,11,1,Topsoil,Thuchila,-15.92507167,35.34257333
icr014944,11,1,Subsoil,Thuchila,-15.92507167,35.34257333
icr014963,12,1,Topsoil,Thuchila,-15.90355,35.33182833
icr014964,12,1,Subsoil,Thuchila,-15.90355,35.33182833
icr014983,13,2,Topsoil,Thuchila,-15.98191167,35.36489667
icr014984,13,2,Subsoil,Thuchila,-15.98191167,35.36489667
icr015003,14,1,Topsoil,Thuchila,-15.947415,35.36159833
icr015004,14,1,Subsoil,Thuchila,-15.947415,35.36159833
icr015023,15,1,Topsoil,Thuchila,-15.92851667,35.36705333
icr015024,15,1,Subsoil,Thuchila,-15.92851667,35.36705333
icr015043,16,1,Topsoil,Thuchila,-15.905015,35.36222
icr015044,16,1,Subsoil,Thuchila,-15.905015,35.36222
